,Open,High,Low,Close,Volume
2025-06-17 12:51:00,598.7456,598.9351,598.6559,598.8404,163975
2025-06-17 12:52:00,598.8553,598.8951,598.4366,598.5363,181034
2025-06-17 12:53:00,598.5462,598.6152,598.4465,598.5014,149882
2025-06-17 12:54:00,598.5063,598.7456,598.4266,598.5961,229597
2025-06-17 12:55:00,598.6061,598.616,598.2272,598.3069,189683
2025-06-17 12:56:00,598.297,598.4565,598.1973,598.3369,186561
2025-06-17 12:57:00,598.3069,598.3119,598.0776,598.1574,213346
2025-06-17 12:58:00,598.1474,598.2171,597.958,598.0677,266120
2025-06-17 12:59:00,598.0875,598.0875,597.7287,598.0078,367313
2025-06-17 13:00:00,598.0178,598.0377,597.7586,597.8682,228585
2025-06-17 13:01:00,597.8682,597.958,597.6788,597.8483,174449
2025-06-17 13:02:00,597.8383,598.1246,597.7685,598.1075,180911
2025-06-17 13:03:00,598.0976,598.3568,598.0477,598.3568,505655
2025-06-17 13:04:00,598.3468,598.4074,598.1783,598.2272,211188
2025-06-17 13:05:00,598.2272,598.2372,597.7985,597.8882,155254
2025-06-17 13:06:00,597.8882,597.9181,597.6988,597.8682,137153
2025-06-17 13:07:00,597.8682,598.0677,597.7685,598.0677,153008
2025-06-17 13:08:00,598.0577,598.2372,598.0278,598.1375,164232
2025-06-17 13:09:00,598.1275,598.2471,598.0078,598.2272,78780
2025-06-17 13:10:00,598.2072,598.4266,598.1175,598.2272,156420
2025-06-17 13:11:00,598.2222,598.3269,598.0976,598.1375,127842
2025-06-17 13:12:00,598.1474,598.2671,598.1375,598.2122,81000
2025-06-17 13:13:00,598.1973,598.3767,598.1778,598.1973,79208
2025-06-17 13:14:00,598.1972,598.3269,598.1375,598.1973,108201
2025-06-17 13:15:00,598.1973,598.2671,598.1674,598.1674,63180
2025-06-17 13:16:00,598.1474,598.1474,597.9281,598.1075,186702
2025-06-17 13:17:00,598.1075,598.1574,598.0078,598.0577,112816
2025-06-17 13:18:00,598.0577,598.2272,597.948,598.1275,123576
2025-06-17 13:19:00,598.1574,598.1574,597.8633,597.8982,96236
2025-06-17 13:20:00,597.8982,597.8982,597.6589,597.8084,131304
2025-06-17 13:21:00,597.8149,597.8284,597.5293,597.7087,176434
2025-06-17 13:22:00,597.7087,597.7985,597.5691,597.7985,92635
2025-06-17 13:23:00,597.7785,597.8084,597.619,597.6888,175842
2025-06-17 13:24:00,597.6888,597.9774,597.6489,597.7086,133591
2025-06-17 13:25:00,597.6988,597.6988,597.4295,597.5891,196244
2025-06-17 13:26:00,597.5791,597.6988,597.3797,597.5442,178342
2025-06-17 13:27:00,597.5492,597.5891,597.4545,597.5292,496448
2025-06-17 13:28:00,597.5193,597.5193,597.28,597.3099,164277
2025-06-17 13:29:00,597.3149,597.3697,597.2202,597.2301,167078
2025-06-17 13:30:00,597.2202,597.2698,596.8014,597.1803,738336
2025-06-17 13:31:00,597.1903,597.4993,597.1603,597.4694,221450
2025-06-17 13:32:00,597.4794,597.5691,597.3448,597.5343,112066
2025-06-17 13:33:00,597.5193,597.7785,597.4644,597.6888,190377
2025-06-17 13:34:00,597.7087,597.8682,597.7087,597.8184,71467
2025-06-17 13:35:00,597.8184,598.0377,597.7794,598.0078,147587
2025-06-17 13:36:00,597.9779,598.0078,597.8882,597.9779,87621
2025-06-17 13:37:00,597.9779,598.0975,597.953,598.0377,73176
2025-06-17 13:38:00,598.0178,598.1275,597.6489,597.6838,138210
2025-06-17 13:39:00,597.6688,597.7685,597.4495,597.609,127679
2025-06-17 13:40:00,597.599,597.6688,597.3348,597.6389,89131
2025-06-17 13:41:00,597.6289,597.9281,597.6289,597.7287,126702
2025-06-17 13:42:00,597.7187,597.7536,597.5492,597.599,75399
2025-06-17 13:43:00,597.5691,597.5891,597.3598,597.3797,93567
2025-06-17 13:44:00,597.3797,597.4595,597.0208,597.1005,173857
2025-06-17 13:45:00,597.1005,597.28,596.9609,597.1703,205346
2025-06-17 13:46:00,597.1504,597.1603,596.3627,596.9809,573635
2025-06-17 13:47:00,596.9709,597.0008,596.5023,596.602,239038
2025-06-17 13:48:00,596.602,596.6319,596.2929,596.3527,219279
2025-06-17 13:49:00,596.3527,596.4325,595.9249,596.3527,451923
2025-06-17 13:50:00,596.3428,596.3827,596.0038,596.2132,256281
2025-06-17 13:51:00,596.1832,596.3129,595.6448,596.0437,300667
2025-06-17 13:52:00,596.0237,596.3527,596.0137,596.1633,248344
2025-06-17 13:53:00,596.1733,596.5521,596.1434,596.5023,214122
2025-06-17 13:54:00,596.4824,596.4824,596.2331,596.3927,145270
2025-06-17 13:55:00,596.4126,596.7117,596.3976,596.5722,215988
2025-06-17 13:56:00,596.5821,596.8313,596.5272,596.8263,190002
2025-06-17 13:57:00,596.8263,596.8813,596.6568,596.7117,158710
2025-06-17 13:58:00,596.7017,596.7615,596.4026,596.4524,156355
2025-06-17 13:59:00,596.4524,596.4524,596.253,596.253,191819
2025-06-17 14:00:00,596.253,596.253,595.3258,595.8642,549902
2025-06-17 14:01:00,595.8742,595.914,595.4654,595.7844,417122
2025-06-17 14:02:00,595.7645,595.9539,595.4055,595.7445,282833
2025-06-17 14:03:00,595.7545,595.9041,595.4953,595.595,178305
2025-06-17 14:04:00,595.595,595.6448,595.4055,595.6448,339704
2025-06-17 14:05:00,595.6448,595.9938,595.6349,595.9739,278891
2025-06-17 14:06:00,595.9539,596.0835,595.7047,595.7944,227800
2025-06-17 14:07:00,595.7944,596.1832,595.7645,596.1633,159914
2025-06-17 14:08:00,596.1583,596.1932,595.8991,595.8991,185536
2025-06-17 14:09:00,595.8991,596.1986,595.8841,596.1683,125351
2025-06-17 14:10:00,596.1633,596.4126,596.1533,596.3328,175468
2025-06-17 14:11:00,596.3329,596.3527,596.1832,596.3079,101499
2025-06-17 14:12:00,596.3129,596.3428,595.8742,596.0137,216219
2025-06-17 14:13:00,596.0237,596.3328,595.9639,596.2132,114107
2025-06-17 14:14:00,596.2231,596.2331,595.944,595.944,101397
2025-06-17 14:15:00,595.934,596.0935,595.6747,595.7645,176203
2025-06-17 14:16:00,595.7346,595.9739,595.6349,595.7645,173162
2025-06-17 14:17:00,595.7745,596.1434,595.6648,596.0736,177892
2025-06-17 14:18:00,596.0935,596.0935,595.7844,595.9732,137368
2025-06-17 14:19:00,595.9739,595.9988,595.7346,595.9041,113244
2025-06-17 14:20:00,595.8841,595.9838,595.7944,595.9739,94918
2025-06-17 14:21:00,595.9539,596.0636,595.8143,595.914,142279
2025-06-17 14:22:00,595.8742,596.0137,595.7545,595.8841,98287
2025-06-17 14:23:00,595.8841,595.924,595.6947,595.7844,120178
2025-06-17 14:24:00,595.7844,595.8941,595.6448,595.6648,200447
2025-06-17 14:25:00,595.6747,595.8019,595.4255,595.595,364313
2025-06-17 14:26:00,595.6249,595.7047,595.3158,595.595,326831
2025-06-17 14:27:00,595.595,595.6349,595.2859,595.4953,236597
2025-06-17 14:28:00,595.5144,595.6349,595.1962,595.4953,351238
2025-06-17 14:29:00,595.4753,595.7346,595.3856,595.6249,279548
2025-06-17 14:30:00,595.6349,596.0137,595.5451,595.914,261439
2025-06-17 14:31:00,595.914,596.0636,595.8143,595.9639,203133
2025-06-17 14:32:00,595.964,596.0038,595.7346,595.8343,115047
2025-06-17 14:33:00,595.8243,595.8742,595.7346,595.8143,106825
2025-06-17 14:34:00,595.8144,596.1334,595.8044,596.0935,181586
2025-06-17 14:35:00,596.0935,596.2381,596.0237,596.2132,176079
2025-06-17 14:36:00,596.2032,596.2032,595.8243,595.9689,198870
2025-06-17 14:37:00,595.934,596.0736,595.7545,595.9639,166019
2025-06-17 14:38:00,595.9639,596.1583,595.8343,595.8841,188902
2025-06-17 14:39:00,595.8941,595.8941,595.5451,595.7047,169144
2025-06-17 14:40:00,595.6648,595.7745,595.4255,595.4853,239541
2025-06-17 14:41:00,595.4853,595.5551,595.3158,595.4255,168662
2025-06-17 14:42:00,595.4255,595.4853,595.3607,595.3657,124779
2025-06-17 14:43:00,595.3657,595.575,595.2959,595.3956,152388
2025-06-17 14:44:00,595.3956,595.5152,594.9968,595.4853,328646
2025-06-17 14:45:00,595.4953,595.7146,595.3856,595.6648,156639
2025-06-17 14:46:00,595.6548,595.8243,595.585,595.8044,167682
2025-06-17 14:47:00,595.8143,595.9041,595.5252,595.585,165137
2025-06-17 14:48:00,595.575,595.6448,595.4454,595.605,117953
2025-06-17 14:49:00,595.595,595.7434,595.5671,595.6249,105266
2025-06-17 14:50:00,595.6149,595.8044,595.5651,595.7346,103369
2025-06-17 14:51:00,595.7445,595.7645,595.5252,595.5451,130376
2025-06-17 14:52:00,595.5551,595.605,595.4753,595.5003,87310
2025-06-17 14:53:00,595.4953,595.6334,595.4355,595.611,112001
2025-06-17 14:54:00,595.595,595.7645,595.5053,595.7644,108220
2025-06-17 14:55:00,595.7745,596.0038,595.7445,596.0038,289879
2025-06-17 14:56:00,595.9938,596.1234,595.9539,596.0693,176177
2025-06-17 14:57:00,596.0636,596.2132,595.944,596.2132,193577
2025-06-17 14:58:00,596.2032,596.3129,596.1583,596.3029,208566
2025-06-17 14:59:00,596.3129,596.3926,596.2331,596.3527,171277
2025-06-17 15:00:00,596.3527,596.4524,596.174,596.2421,225207
2025-06-17 15:01:00,596.2411,596.2829,596.1035,596.1334,275360
2025-06-17 15:02:00,596.1334,596.3577,596.0636,596.2331,163640
2025-06-17 15:03:00,596.2431,596.2929,595.914,595.9739,189741
2025-06-17 15:04:00,595.9639,595.9639,595.7844,595.8542,153211
2025-06-17 15:05:00,595.8542,595.8642,595.6149,595.7146,157925
2025-06-17 15:06:00,595.7146,595.8941,595.7146,595.8343,134174
2025-06-17 15:07:00,595.8443,596.0038,595.7944,595.9674,120975
2025-06-17 15:08:00,595.9739,596.0835,595.8442,596.0324,196945
2025-06-17 15:09:00,596.0137,596.0736,595.934,596.0437,158216
2025-06-17 15:10:00,596.0387,596.0935,595.7844,595.924,182793
2025-06-17 15:11:00,595.914,596.3228,595.8941,596.2331,325338
2025-06-17 15:12:00,596.2331,596.4425,596.2331,596.3478,282182
2025-06-17 15:13:00,596.3428,596.3428,596.1334,596.1434,172901
2025-06-17 15:14:00,596.1533,596.2431,596.1453,596.1533,77622
2025-06-17 15:15:00,596.1334,596.3228,596.1334,596.273,120067
2025-06-17 15:16:00,596.273,596.3029,596.1832,596.2331,154748
2025-06-17 15:17:00,596.2331,596.253,595.8742,595.914,273756
2025-06-17 15:18:00,595.917,596.0835,595.9091,595.924,208146
2025-06-17 15:19:00,595.929,596.0437,595.914,595.9738,100787
2025-06-17 15:20:00,595.9539,596.3228,595.934,596.3129,154332
2025-06-17 15:21:00,596.3129,596.4225,596.2231,596.3328,179149
2025-06-17 15:22:00,596.3228,596.5322,596.3029,596.4824,178456
2025-06-17 15:23:00,596.4724,596.5609,596.4325,596.4624,138284
2025-06-17 15:24:00,596.4524,596.5422,596.3627,596.5123,103114
2025-06-17 15:25:00,596.5023,596.602,596.4574,596.5322,118017
2025-06-17 15:26:00,596.5322,596.5521,596.3577,596.5023,141972
2025-06-17 15:27:00,596.5023,596.5322,596.3627,596.4076,92546
2025-06-17 15:28:00,596.4225,596.5173,596.4026,596.4674,111264
2025-06-17 15:29:00,596.4674,596.5222,596.4126,596.4824,107724
2025-06-17 15:30:00,596.4724,596.592,596.4225,596.4624,204398
2025-06-17 15:31:00,596.4724,596.4923,596.1334,596.2331,210551
2025-06-17 15:32:00,596.2281,596.4624,596.2231,596.3178,146012
2025-06-17 15:33:00,596.3029,596.3627,596.1733,596.3228,101347
2025-06-17 15:34:00,596.3228,596.4325,596.273,596.3827,173077
2025-06-17 15:35:00,596.3976,596.592,596.3976,596.5422,190281
2025-06-17 15:36:00,596.5521,596.612,596.4624,596.5322,153384
2025-06-17 15:37:00,596.5322,596.612,596.4724,596.5571,209768
2025-06-17 15:38:00,596.5521,596.5771,596.3926,596.4923,208290
2025-06-17 15:39:00,596.4973,596.5222,596.1733,596.2032,223742
2025-06-17 15:40:00,596.1932,596.3328,596.0636,596.0885,190899
2025-06-17 15:41:00,596.0786,596.1832,595.7844,596.0835,313671
2025-06-17 15:42:00,596.0736,596.0835,595.8442,595.9041,209876
2025-06-17 15:43:00,595.9041,596.1733,595.8742,596.0536,204683
2025-06-17 15:44:00,596.0586,596.2281,595.9554,596.1334,164410
2025-06-17 15:45:00,596.1334,596.4425,596.0536,596.3727,213666
2025-06-17 15:46:00,596.3727,596.4523,596.1633,596.2281,240440
2025-06-17 15:47:00,596.2281,596.4724,596.1832,596.3727,318304
2025-06-17 15:48:00,596.3627,596.5322,596.3527,596.5023,324927
2025-06-17 15:49:00,596.5023,596.5721,596.3727,596.5422,376461
2025-06-17 15:50:00,596.5422,596.8413,596.253,596.5222,460496
2025-06-17 15:51:00,596.5123,596.5123,596.263,596.3328,287413
2025-06-17 15:52:00,596.3228,596.3378,596.1334,596.1633,315571
2025-06-17 15:53:00,596.1533,596.3627,596.0636,596.2431,364775
2025-06-17 15:54:00,596.2431,596.2431,595.8841,596.0636,665838
2025-06-17 15:55:00,596.0636,596.2331,595.5252,596.1583,1325806
2025-06-17 15:56:00,596.1533,596.253,596.0387,596.1533,424185
2025-06-17 15:57:00,596.1533,596.2829,595.8044,595.9539,437274
2025-06-17 15:58:00,595.944,596.0237,595.7445,595.7645,949825
2025-06-17 15:59:00,595.7645,595.9838,595.575,595.7844,1544736
2025-06-17 16:00:00,595.8044,596.2132,595.6548,596.1533,3553386
2025-06-17 16:01:00,596.1733,596.3926,595.7645,596.0337,776121
2025-06-17 16:02:00,596.0337,596.253,595.9539,595.9739,159930
2025-06-17 16:03:00,595.9838,596.0337,595.8296,595.884,147611
2025-06-17 16:04:00,595.8834,595.9838,595.7645,595.8542,400357
2025-06-17 16:05:00,595.8742,595.9539,595.8343,595.9539,95681
2025-06-17 16:06:00,595.9447,595.9838,595.8442,595.944,104262
2025-06-17 16:07:00,595.9739,596.0038,595.8505,595.8841,894283
2025-06-17 16:08:00,595.8841,595.944,595.7944,595.8941,25881
2025-06-17 16:09:00,595.8941,595.9639,595.8505,595.8742,726991
2025-06-17 16:10:00,595.7645,595.944,595.7645,595.9041,1458949
2025-06-17 16:11:00,595.8947,595.9838,595.8143,595.8393,3371444
2025-06-17 16:12:00,595.8542,595.8542,595.6244,595.6349,36274
2025-06-17 16:13:00,595.6349,595.6847,595.5501,595.6747,15845
2025-06-17 16:14:00,595.6847,595.7737,595.5152,595.7052,42378
2025-06-17 16:15:00,595.7246,595.7745,595.6747,595.6752,21927
2025-06-17 16:16:00,595.6747,595.6747,595.575,595.605,10718
2025-06-17 16:17:00,595.595,595.8505,595.5558,595.5701,1317438
2025-06-17 16:18:00,595.575,595.5846,595.3657,595.3751,25255
2025-06-17 16:19:00,595.3649,595.4853,595.3258,595.4753,45533
2025-06-17 16:20:00,595.4554,595.7645,595.4155,595.6349,39704
2025-06-17 16:21:00,595.6299,595.7645,595.5551,595.6947,503881
2025-06-17 16:22:00,595.6847,595.6897,595.575,595.6349,24386
2025-06-17 16:23:00,595.6349,595.7545,595.6249,595.6797,13703
2025-06-17 16:24:00,595.6749,595.7944,595.6448,595.7944,4139
2025-06-17 16:25:00,595.7944,595.9739,595.7745,595.8044,24038
2025-06-17 16:26:00,600.8543,600.8543,595.7944,595.8891,131721
2025-06-17 16:27:00,595.8841,595.944,595.7745,595.7944,65789
2025-06-17 16:28:00,595.8044,595.8742,595.7445,595.7944,48182
